Data Source,Time,Location,Indicator,IndicatorValue,Employment Status,Amount,Unemployment Rate,,Percentage,Format for charts,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,"Arts, entertainment, and recreation",,293,,,,293,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Construction,,891,,,,891,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Educational services,,2206,,,,"2,206",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Finance and insurance,,756,,,,756,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Health care and social assistance,,5975,,,,"5,975",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Information,,504,,,,504,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Management of companies and enterprises,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Manufacturing,,2657,,,,"2,657",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,"Mining, quarrying, and oil and gas extraction",,108,,,,108,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,"Other services, except public administration",,892,,,,892,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Professional and technical services,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Public administration,,2751,,,,"2,751",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Real estate and rental and leasing,,148,,,,148,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Retail trade,,3769,,,,"3,769",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,"Total, all industries",,58294,,,,"58,294",,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Transportation and warehousing,,753,,,,753,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Utilities,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Employment by Industry Annual Average,Wholesale trade,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Accommodation and food services,,3310,,,,"3,310",,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Administrative and waste services,,1163,,,,"1,163",,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,"Agriculture, forestry, fishing and hunting",,5,,,,5,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,"Arts, entertainment, and recreation",,338,,,,338,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Construction,,919,,,,919,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Educational services,,2165,,,,"2,165",,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Finance and insurance,,771,,,,771,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Health care and social assistance,,6257,,,,"6,257",,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Information,,519,,,,519,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Management of companies and enterprises,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Manufacturing,,2643,,,,"2,643",,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,"Mining, quarrying, and oil and gas extraction",,84,,,,84,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,"Other services, except public administration",,831,,,,831,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Professional and technical services,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Public administration,,1227,,,,"1,227",,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Real estate and rental and leasing,,180,,,,180,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Retail trade,,3764,,,,"3,764",,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Transportation and warehousing,,745,,,,745,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Utilities,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Employment by Industry Annual Average,Wholesale trade,,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Accommodation and food services,,233,,,,233,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Administrative and waste services,,-125,,,,-125,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Agriculture, forestry, fishing and hunting",,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Arts, entertainment, and recreation",,96,,,,96,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Construction,,11,,,,11,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Educational services,,-25,,,,-25,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Finance and insurance,,-8,,,,-8,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Health care and social assistance,,-139,,,,-139,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Information,,6,,,,6,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Management of companies and enterprises,,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Manufacturing,,148,,,,148,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Mining, quarrying, and oil and gas extraction",,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Other services, except public administration",,-102,,,,-102,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Professional and technical services,,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Public administration,,-12,,,,-12,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Real estate and rental and leasing,,10,,,,10,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Retail trade,,-44,,,,-44,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Total, all industries",,-138,,,,-138,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Transportation and warehousing,,-7,,,,-7,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Utilities,,0,,,,0,,
QCEW,2013,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Wholesale trade,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Accommodation and food services,,101,,,,101,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Administrative and waste services,,14,,,,14,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Agriculture, forestry, fishing and hunting",,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Arts, entertainment, and recreation",,-19,,,,-19,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Construction,,-142,,,,-142,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Educational services,,26,,,,26,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Finance and insurance,,17,,,,17,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Health care and social assistance,,-50,,,,-50,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Information,,53,,,,53,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Management of companies and enterprises,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Manufacturing,,-2,,,,-2,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Mining, quarrying, and oil and gas extraction",,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Other services, except public administration",,1,,,,1,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Professional and technical services,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Public administration,,-23,,,,-23,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Real estate and rental and leasing,,-9,,,,-9,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Retail trade,,55,,,,55,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Total, all industries",,-85,,,,-85,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Transportation and warehousing,,-66,,,,-66,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Utilities,,0,,,,0,,
QCEW,2014,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Wholesale trade,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Accommodation and food services,,-80,,,,-80,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Administrative and waste services,,-77,,,,-77,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Agriculture, forestry, fishing and hunting",,-1,,,,-1,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Arts, entertainment, and recreation",,45,,,,45,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Construction,,28,,,,28,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Educational services,,-41,,,,-41,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Finance and insurance,,15,,,,15,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Health care and social assistance,,282,,,,282,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Information,,15,,,,15,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Management of companies and enterprises,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Manufacturing,,-14,,,,-14,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Mining, quarrying, and oil and gas extraction",,-24,,,,-24,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Other services, except public administration",,-61,,,,-61,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Professional and technical services,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Public administration,,-8,,,,-8,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Real estate and rental and leasing,,32,,,,32,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Retail trade,,-5,,,,-5,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Transportation and warehousing,,-8,,,,-8,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Utilities,,0,,,,0,,
QCEW,2015,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Wholesale trade,,0,,,,0,,
LEHD,2013,"Allegany County, MD",In-Commuters,,,10774,,,,"10,774",,
LEHD,2013,"Allegany County, MD",Out-Commuters,,,9595,,,,"9,595",,
LEHD,2014,"Allegany County, MD",In-Commuters,,,9982,,,,"9,982",,
LEHD,2014,"Allegany County, MD",Out-Commuters,,,8459,,,,"8,459",,
LEHD,2015,"Allegany County, MD",In-Commuters,,,10192,,,,"10,192",,
LEHD,2015,"Allegany County, MD",Out-Commuters,,,8922,,,,"8,922",,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,Less than high school graduate,Unemployed,140,,,,140,,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,High school graduate (includes equivalency),Unemployed,852,,,,852,,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,Some college or associate's degree,Unemployed,730,,,,730,,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,Bachelor's degree or higher,Unemployed,118,,,,118,,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,Less than high school graduate,Unemployed,133,,,,133,,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,High school graduate (includes equivalency),Unemployed,891,,,,891,,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,Some college or associate's degree,Unemployed,715,,,,715,,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,Bachelor's degree or higher,Unemployed,189,,,,189,,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,Less than high school graduate,NIL,2604,,,,"2,604",,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,High school graduate (includes equivalency),NIL,5596,,,,"5,596",,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,Some college or associate's degree,NIL,3078,,,,"3,078",,
ACS,2007-2011,"Allegany County, Maryland",Education Attainment by Employment Status,Bachelor's degree or higher,NIL,1283,,,,"1,283",,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,Less than high school graduate,NIL,2165,,,,"2,165",,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,High school graduate (includes equivalency),NIL,5653,,,,"5,653",,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,Some college or associate's degree,NIL,3162,,,,"3,162",,
ACS,2012-2016,"Allegany County, Maryland",Education Attainment by Employment Status,Bachelor's degree or higher,NIL,1158,,,,"1,158",,
ACS,2007-2011,"Allegany County, Maryland",Total Population,,,74788,,,,"74,788",,
ACS,2012-2016,"Allegany County, Maryland",Total Population,,,73060,,,,"73,060",,
ACS,2007-2011,"Allegany County, Maryland",Median Household Income,,,39408,,,,"$39,408 ",,
ACS,2012-2016,"Allegany County, Maryland",Median Household Income,,,41559,,,,"$41,559 ",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Labor Force,2569,,,,"2,569",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Employed,2034,,,,"2,034",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Unemployed,535,,,,535,,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Unemployment Rate,20.83,0.2083,100,,20.8,,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Labor Force,27995,,,,"27,995",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Employed,25638,,,,"25,638",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Unemployed,2357,,,,"2,357",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Unemployment Rate,8.42,0.0842,100,,8.4,,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Labor Force,2670,,,,"2,670",,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Employed,2164,,,,"2,164",,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Unemployed,506,,,,506,,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Disabled Individuals ,Unemployment Rate,19,0.19,100,,19.0,,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Labor Force,29085,,,,"29,085",,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Employed,26777,,,,"26,777",,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Unemployed,2308,,,,"2,308",,
ACS,2008-2011,"Allegany County, Maryland",Unemplolyment Rate by Disability Status,Individuals without Disabilities,Unemployment Rate,7.9,0.079,100,,7.9,,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Labor Force,3597,,,,"3,597",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Employed,2456,,,,"2,456",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Unemployed,1141,,,,"1,141",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Unemployment Rate,31.72,0.3172,100,,31.7,,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Labor Force,28271,,,,"28,271",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Employed,26534,,,,"26,534",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Unemployed,1737,,,,"1,737",,
ACS,2012-2016,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Unemployment Rate,6.14,0.0614,100,,6.1,,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Labor Force,3211,,,,"3,211",,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Employed,2376,,,,"2,376",,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Unemployed,835,,,,835,,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months below poverty level,Unemployment Rate,26,0.26,100,,26.0,,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Labor Force,30205,,,,"30,205",,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Employed,28395,,,,"28,395",,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Unemployed,1810,,,,"1,810",,
ACS,2007-2011,"Allegany County, Maryland",Unemplolyment Rate by Poverty Status,Income in the past 12 months at or above poverty level,Unemployment Rate,5.99,0.0599,100,,6.0,,
Administrative Data from TANF and MD Wage Records,2015Q1,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,69,,,,69,,
Administrative Data from TANF and MD Wage Records,2015Q2,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,92,,,,92,,
Administrative Data from TANF and MD Wage Records,2015Q3,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,90,,,,90,,
Administrative Data from TANF and MD Wage Records,2015Q4,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,79,,,,79,,
Administrative Data from TANF and MD Wage Records,2016Q1,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,69,,,,69,,
Administrative Data from TANF and MD Wage Records,2016Q2,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,60,,,,60,,
Administrative Data from TANF and MD Wage Records,2016Q3,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,62,,,,62,,
Administrative Data from TANF and MD Wage Records,2016Q4,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,69,,,,69,,
Administrative Data from TANF and Workforce Records,2015Q1,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.055137845,0.055,100,,0.055,,
Administrative Data from TANF and Workforce Records,2015Q2,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.064610866,0.065,100,,0.065,,
Administrative Data from TANF and Workforce Records,2015Q3,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.0609375,0.061,100,0.0609375,6.10%,,
Administrative Data from TANF and Workforce Records,2015Q4,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.049618321,0.05,100,0.049618321,5.00%,,
Administrative Data from TANF and Workforce Records,2016Q1,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.056621005,0.057,100,0.056621005,5.70%,,
Administrative Data from TANF and Workforce Records,2016Q2,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.05234657,0.052,100,0.05234657,5.20%,,
Administrative Data from TANF and Workforce Records,2016Q3,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.046224961,0.046,,0.046224961,4.60%,,
Administrative Data from TANF and Workforce Records,2016Q4,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.047945205,0.048,,0.047945205,4.80%,,
Change,2010-2011,"Allegany County, Maryland",Total Population Change,,,-1728,,,,"-1,728",,
Change,2010-2015,"Allegany County, Maryland",Median Household Income Change,,,2151,,,,"$2,151 ",,
Change ,2016-2015,"Allegany County, MD",,Labor Force Change,,-6,,,,-6,,
Change ,2016-2015,"Allegany County, MD",,Employment Change,,112,,,,112,,
Change ,2016-2015,"Allegany County, MD",,Unemployment Change,,-118,,,,-118,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Accommodation and food services,,3568,,,,"3,568",,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Administrative and waste services,,1143,,,,"1,143",,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,"Agriculture, forestry, fishing and hunting",,4,,,,4,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,"Arts, entertainment, and recreation",,305,,,,305,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Construction,,910,,,,910,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Educational services,,2078,,,,"2,078",,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Finance and insurance,,770,,,,770,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Health care and social assistance,,6356,,,,"6,356",,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Information,,528,,,,528,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Management of companies and enterprises,,0,,,,0,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Manufacturing,,2772,,,,"2,772",,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,"Mining, quarrying, and oil and gas extraction",,66,,,,66,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,"Other services, except public administration",,804,,,,804,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Professional and technical services,,0,,,,0,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Public administration,,1202,,,,"1,202",,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Real estate and rental and leasing,,182,,,,182,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Retail trade,,3774,,,,"3,774",,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Transportation and warehousing,,136,,,,136,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Utilities,,0,,,,0,,
QCEW,2016,"Allegany County, Maryland",Employment by Industry Annual Average,Wholesale trade,,681,,,,681,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Accommodation and food services,,258,,,,258,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Administrative and waste services,,-20,,,,-20,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Agriculture, forestry, fishing and hunting",,-1,,,,-1,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Arts, entertainment, and recreation",,-33,,,,-33,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Construction,,-9,,,,-9,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Educational services,,-87,,,,-87,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Finance and insurance,,-1,,,,-1,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Health care and social assistance,,99,,,,99,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Information,,9,,,,9,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Management of companies and enterprises,,0,,,,0,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Manufacturing,,129,,,,129,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Mining, quarrying, and oil and gas extraction",,-18,,,,-18,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,"Other services, except public administration",,-27,,,,-27,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Professional and technical services,,0,,,,0,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Public administration,,-25,,,,-25,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Real estate and rental and leasing,,2,,,,2,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Retail trade,,10,,,,10,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Transportation and warehousing,,1,,,,1,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Utilities,,0,,,,0,,
QCEW,2016,"Allegany County, Maryland",Over-the-Year Employment Change by Industry,Wholesale trade,,0,,,,0,,
Administrative Data from TANF and MD Wage Records,2017Q1,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,35,,,,35,,
Administrative Data from TANF and MD Wage Records,2017Q2,"Allegany County, Maryland",Number of TANF Recipient Workers,,Employed,44,,,,44,,
Administrative Data from TANF and Workforce Records,2017Q1,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.04852071,,,0.04852071,4.90%,,
Administrative Data from TANF and Workforce Records,2017Q2,"Allegany County, Maryland",Percentage of Workforce Training Program/Service Participants in TANF,,Employed,0.053824363,,,0.053824363,5.40%,,
Administrative Data from TANF and MD Wage Records,2016Q3,"Allegany County, Maryland",Percentage of TANF Recipients among Maryland Workers,,Employed,0.00213985,,,0.00213985,0.21%,,
Administrative Data from TANF and MD Wage Records,2016Q4,"Allegany County, Maryland",Percentage of TANF Recipients among Maryland Workers,,Employed,0.002304763,,,0.002304763,0.23%,,
Administrative Data from TANF and MD Wage Records,2017Q1,"Allegany County, Maryland",Percentage of TANF Recipients among Maryland Workers,,Employed,0.001212289,,,0.001212289,0.12%,,
Administrative Data from TANF and MD Wage Records,2017Q2,"Allegany County, Maryland",Percentage of TANF Recipients among Maryland Workers,,Employed,0.001496446,,,0.001496446,0.15%,,
